,vacancies,company,post_time,job,location,month_salary,year_salary,year-end_salary,bonus,dividends,other,mood,frequency_overtime,average_day,seniority,total_seniority,work_content,advise_content
3210,寶元鞋業A201廠海外業務,寶成工業股份有限公司,2021.01.10,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,0,爛透了 可以多多看看...,如果是想存點錢可以來...
3211,資深工程師,寶成工業股份有限公司,2021.01.09,全職,彰化,,,,,,,平常心,很少加班,8 hr,16,0,"無成長的空間,福利普...",如果真的想進這間公司...
3212,駐越南業務主管,寶成工業股份有限公司,2021.01.09,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,13 hr,4,0,各廠文化風氣不同，對...,"想外派鞋業的新人, ..."
3213,化工開發,寶成工業股份有限公司,2020.12.28,全職,彰化,,,,,,,想換工作了,賣肝拼經濟,10 hr,4,0,外派東南亞負責中大底...,(1)新鮮人想存錢可...
3214,副管理師,寶成工業股份有限公司,2020.12.17,全職,臺中,,,,,,,平常心,偶爾加班,8 hr,1,0,工作環境優，員工福利...,KPI績效考核採輪流...
3215,工程師,寶成工業股份有限公司,2020.12.14,全職,彰化,,,,,,,想換工作了,賣肝拼經濟,16 hr,6,0,"每日都在狂秀下線,迎...",如果覺得自己很愛演戲...
3216,工程師,寶成工業股份有限公司,2020.12.10,全職,臺中,,,,,,,平常心,準時上下班,8 hr,1,0,很常開會，但對於專案...,適合新鮮人及養老，公...
3217,印尼開發主管,寶成工業股份有限公司,2020.12.05,全職,彰化,,,,,,,平常心,偶爾加班,9 hr,6,0,印尼區的水質很差，差...,請等疫情緩了再去，現...
3218,經理,寶成工業股份有限公司,2020.12.01,全職,臺中,,,,,,,有苦說不出,常常加班,10 hr,10,0,傳產氛圍很重，工作本...,有好的缺也有很多好人...
3219,寶元鞋廠量產業務,寶成工業股份有限公司,2020.11.29,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,13 hr,1,0,量產業務這個是全需要...,如果你是新人的話估計...
3220,管理師,寶成工業股份有限公司,2020.11.27,全職,臺中,,,,,,,平常心,常常加班,9 hr,5,0,外派待遇每天多一千塊...,鞋業龍頭還是可以的，...
3221,採購,寶成工業股份有限公司,2020.11.20,全職,臺中,,,,,,,有苦說不出,偶爾加班,8 hr,4,0,解決問題的方式.大部...,一開始進入公司.多聽...
3222,外派廠企劃,寶成工業股份有限公司,2020.11.19,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,13 hr,2,0,只要有流程規範或是費...,工作繁雜，沒有做完的...
3223,設備工程師,寶成工業股份有限公司,2020.11.16,全職,彰化,,,,,,,平常心,很少加班,8 hr,3,0,每月獎金看職等與月績...,超級傳統廠、海外廠最...
3224,資深工程師,寶成工業股份有限公司,2020.11.14,全職,臺中,,,,,,,還算愉快,很少加班,8 hr,3,0,"改善製程
新設備導...",如果是需要團隊合作的...
3225,軟體工程師,寶成工業股份有限公司,2020.11.12,全職,臺中,,,,,,,平常心,偶爾加班,8 hr,5,0,和需求單位開會瞭解需...,初入社會可以學很多，...
3226,資深業務（外派）,寶成工業股份有限公司,2020.11.12,全職,臺中,,,,,,,平常心,偶爾加班,10 hr,2,0,待的是外派職位，薪資...,想好職涯規劃再來吧。...
3227,資深管理師,寶成工業股份有限公司,2020.11.12,全職,彰化,,,,,,,非常開心,很少加班,8 hr,4,0,底薪低，績效獎金看事...,適合有家庭想準時下班...
3228,工程師,寶成工業股份有限公司,2020.11.03,全職,臺中,,,,,,,平常心,賣肝拼經濟,9 hr,3,0,鞋廠 常常加班 辦一...,可進去磨練一下再跳去...
3229,業務,寶成工業股份有限公司,2020.11.01,全職,彰化,,,,,,,非常開心,準時上下班,4 hr,3,0,主管跟同事都很好，辦...,已經離開四年多了，就...
3230,越南外派開發,寶成工業股份有限公司,2020.10.31,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,10 hr,1,0,開發需要萬能 能忍受...,想體會國外文化 工作...
3231,工程師,寶成工業股份有限公司,2020.10.30,全職,臺中,,,,,,,非常開心,準時上下班,8 hr,4,0,新製程開發、材料開發...,公司大，處理事情有它...
3232,副工程師,寶成工業股份有限公司,2020.10.30,全職,臺中,,,,,,,平常心,偶爾加班,10 hr,2,0,根據客人技術包裹打版...,改革軍閥政治，簡化規...
3233,工程師,寶成工業股份有限公司,2020.10.21,全職,彰化,,,,,,,有苦說不出,準時上下班,8 hr,1,0,在IP做工程師倒不如...,如果你是想賺錢學經驗...
3234,管理師,寶成工業股份有限公司,2020.10.19,全職,臺中,,,,,,,平常心,偶爾加班,8 hr,3,0,台中辦公室很霸氣，外...,如是住中部的話，建議...
3235,管理師,寶成工業股份有限公司,2020.10.19,全職,臺中,,,,,,,平常心,準時上下班,8 hr,1,0,與事業部跟工廠溝通，...,不像外面看起來這麼優...
3236,工程師,寶成工業股份有限公司,2020.10.19,全職,彰化,,,,,,,想換工作了,準時上下班,8 hr,4,0,"工作內容自由，
但升...",求安穩跟可考慮，最好...
3237,開發人員,寶成工業股份有限公司,2020.10.17,全職,臺中,,,,,,,平常心,偶爾加班,10 hr,4,0,學習品牌開發流程與製...,畢業後進入上市大企業...
3238,儲備幹部,寶成工業股份有限公司,2020.10.16,全職,臺中,,,,,,,平常心,很少加班,8 hr,1,0,兩個月的儲幹都在學習...,前期不算累，能和同梯...
3239,企劃,寶成工業股份有限公司,2020.10.15,全職,臺中,,,,,,,想換工作了,偶爾加班,10 hr,1,0,工廠情況各不相同，依...,好好學習，可以當跳板...
3240,廠務,寶成工業股份有限公司,2020.10.13,全職,臺中,,,,,,,想換工作了,常常加班,10 hr,2,0,管理現場，沒什麼制度...,外派越南，有日支費，...
3241,行政,寶成工業股份有限公司,2020.10.12,全職,臺北,,,,,,,非常開心,準時上下班,8 hr,1,0,主管很照顧員工，提供...,建議可以多跟前輩學習...
3242,儲幹,寶成工業股份有限公司,2020.10.07,全職,臺中,,,,,,,想換工作了,常常加班,10 hr,1,0,越南平政廠，廠務職，...,機票6張/y，記得多...
3243,研發工程師,寶成工業股份有限公司,2020.10.03,全職,彰化,,,,,,,平常心,很少加班,8 hr,3,0,研發比較偏嘗試 配方...,福利不錯 不要想太多...
3244,採購,寶成工業股份有限公司,2020.09.30,全職,新北,,,,,,,非常開心,準時上下班,8 hr,4,0,準時上下班，同事好相...,若不期望幅度大加薪跟...
3245,管理師,寶成工業股份有限公司,2020.09.30,全職,臺中,,,,,,,還算愉快,常常加班,10 hr,4,0,部門裡面的同事都不錯...,建議有相關經驗的再來...
3246,工程師,寶成工業股份有限公司,2020.09.23,全職,臺中,,,,,,,平常心,偶爾加班,8 hr,4,0,在越南廠外派的薪資會...,建議可以進來因為大公...
3247,管理師,寶成工業股份有限公司,2020.09.18,全職,臺中,,,,,,,平常心,很少加班,8 hr,4,0,公司制度完善，薪資成...,適合穩定養老，穩定上...
3248,印尼生管,寶成工業股份有限公司,2020.09.16,全職,彰化,,,,,,,有苦說不出,偶爾加班,9 hr,2,0,海外環境不佳，水質不...,員工年齡斷層大，設備...
3249,實習生,寶成工業股份有限公司,2020.09.14,全職,臺中,,,,,,,還算愉快,準時上下班,8 hr,1,0,友善職場；工作環境佳...,It's a gre...
3250,品管,寶成工業股份有限公司,2020.09.10,全職,臺南,,,,,,,還算愉快,很少加班,9 hr,1,0,沒什麼，一般般，同事...,抗議性要很大很大，學...
3251,專案工程師,寶成工業股份有限公司,2020.09.09,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,10 hr,2,0,責任制工作 假日也要...,可以學到很多東西 工...
3252,採購,寶成工業股份有限公司,2020.09.08,全職,彰化,,,,,,,有苦說不出,偶爾加班,8 hr,1,0,"三節獎金只有五百元
...","人很多
橫向溝通和直..."
3253,高級管理師,寶成工業股份有限公司,2020.09.08,全職,彰化,,,,,,,平常心,準時上下班,8 hr,6,0,"固定通勤趕交通車, ...",如果不排斥台中彰化趕...
3254,駐外財會,寶成工業股份有限公司,2020.09.07,全職,臺中,,,,,,,有苦說不出,常常加班,11 hr,4,0,駐外工作非常辛苦，需...,公司體系龐大，流程也...
3255,產品開發,寶成工業股份有限公司,2020.09.02,全職,彰化,,,,,,,平常心,偶爾加班,10 hr,3,0,鞋業的工作比較有專一...,薪資偏低的產業（加上...
3256,外派財會主管,寶成工業股份有限公司,2020.08.28,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,15 hr,9,0,外派到海外後，結帳已...,只要肯賣命肯學，可以...
3257,會計,寶成工業股份有限公司,2020.08.28,全職,彰化,,,,,,,平常心,偶爾加班,10 hr,4,0,工作分工蠻細，制度完...,只要肯做，可以學到蠻...
3258,高級工程師,寶成工業股份有限公司,2020.08.27,全職,彰化,,,,,,,平常心,偶爾加班,9 hr,2,0,NIKE的事業部，是...,這公司有它的好處，你...
3259,班長,寶成工業股份有限公司,2020.08.26,全職,彰化,,,,,,,平常心,偶爾加班,8 hr,1,0,大公司，該有的沒有少...,好好練功，外派比較實...
3260,教育訓練管理師,寶成工業股份有限公司,2020.08.24,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,10 hr,2,0,上班地點在台中總公司...,初入職場可進來磨練一...
3261,生管,寶成工業股份有限公司,2020.08.24,全職,臺北,,,,,,,有苦說不出,賣肝拼經濟,11 hr,3,0,鞋業的話薪水比成衣高...,外派工作要忍受長期的...
3262,海外幹部,寶成工業股份有限公司,2020.08.20,全職,臺北,,,,,,,有苦說不出,偶爾加班,9 hr,2,0,"這份工作為海外幹部,...",建議對海外工作有憧憬...
3263,工程師,寶成工業股份有限公司,2020.08.17,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,4,0,每天工時正常上下班，...,可以學鞋子知識，這是...
3264,副課長,寶成工業股份有限公司,2020.08.07,全職,彰化,,,,,,,平常心,準時上下班,10 hr,1,0,派駐在印尼海外，由於...,可以練功的地方，但不...
3265,外派開發業務,寶成工業股份有限公司,2020.07.31,全職,臺北,,,,,,,平常心,賣肝拼經濟,11 hr,1,0,做開發就是要與品牌客...,"寶成有制度規模的
給..."
3266,品管,寶成工業股份有限公司,2020.07.31,全職,臺中,,,,,,,有苦說不出,偶爾加班,9 hr,5,0,平常跟客人搏感情和現...,好好做可以學很多鞋子...
3267,開發業務,寶成工業股份有限公司,2020.07.30,全職,臺中,,,,,,,想換工作了,常常加班,11 hr,2,0,開發業務負責鞋型開發...,近年在砍外駐福利 薪...
3268,SAP工程師,寶成工業股份有限公司,2020.07.28,全職,臺中,,,,,,,有苦說不出,偶爾加班,9 hr,1,0,傳統企業文化 都在比...,公司上市上櫃沒有大風...
3269,採購,寶成工業股份有限公司,2020.07.18,全職,彰化,,,,,,,想換工作了,賣肝拼經濟,10 hr,7,0,傳產賣命做到死 沒有...,想進來可以 但要進對...
3270,副工程師,寶成工業股份有限公司,2020.06.28,全職,彰化,,,,,,,平常心,偶爾加班,8 hr,1,0,固定工時 養老單位不...,可以穩穩做到退休 但...
3271,工程師,寶成工業股份有限公司,2020.06.20,全職,彰化,,,,,,,平常心,偶爾加班,12 hr,6,0,外派性質的工作......,外派性質的工作......
3272,高級工程師,寶成工業股份有限公司,2020.06.19,全職,臺中,,,,,,,平常心,偶爾加班,8 hr,3,0,像公務員內部效率不佳...,薪水尚可，可以了解大...
3273,工程師,寶成工業股份有限公司,2020.06.12,全職,彰化,,,,,,,平常心,準時上下班,8 hr,1,0,一定準時上下班，若加...,主管人不錯，給的空間...
3274,駐越南國外業務,寶成工業股份有限公司,2020.06.04,全職,臺中,,,,,,,平常心,偶爾加班,9 hr,1,0,作為工廠與品牌客戶的...,海外生活比較單調，且...
3275,海外幹部,寶成工業股份有限公司,2020.05.27,全職,臺中,,,,,,,平常心,偶爾加班,9 hr,2,0,各部門的業務不太相同...,比較傳統的產業，組織...
3276,日文品管,寶成工業股份有限公司,2020.05.20,全職,彰化,,,,,,,有苦說不出,賣肝拼經濟,8 hr,1,0,"福利條件:普通
工作...",如果年輕想存錢 外派...
3277,外派人力資源(越南),寶成工業股份有限公司,2020.05.09,全職,臺中,,,,,,,平常心,很少加班,9 hr,5,0,公司管理辦法很多，但...,要詢問清楚自己應徵哪...
3278,研發工程師,寶成工業股份有限公司,2020.05.08,全職,彰化,,,,,,,還算愉快,偶爾加班,8 hr,1,0,配方研發，需要實際操...,適合有想外派的人去，...
3279,專案管理,寶成工業股份有限公司,2020.05.05,全職,臺中,,,,,,,想換工作了,很少加班,8 hr,8,0,準時上下班 ，同事好...,剛畢業的新人可以考慮...
3280,人力資源管理師,寶成工業股份有限公司,2020.05.05,全職,臺中,,,,,,,平常心,偶爾加班,8 hr,2,0,工作內容大致上有挑戰...,初入職場時是不錯的練...
3281,管理師,寶成工業股份有限公司,2020.05.04,全職,臺中,,,,,,,有苦說不出,常常加班,12 hr,2,0,加班工時長，需要專注...,只要努力表現認真工作...
3282,資深管理師,寶成工業股份有限公司,2020.04.27,全職,彰化,,,,,,,還算愉快,準時上下班,8 hr,4,0,"工安工作, 環境不錯...","新人不建議, 無法學..."
3283,數據分析師,寶成工業股份有限公司,2020.04.20,全職,彰化,,,,,,,平常心,偶爾加班,8 hr,4,0,大公司，工作穩定，步...,喜歡穩定的工作環境可...
3284,工程師,寶成工業股份有限公司,2020.04.09,全職,彰化,,,,,,,平常心,準時上下班,8 hr,1,0,"工作壓力小
準時上下...","可以來練功
穩定的公..."
3285,鞋業開發,寶成工業股份有限公司,2020.04.01,全職,彰化,,,,,,,想換工作了,賣肝拼經濟,11 hr,1,0,外派越南 海外幹部不...,人脈>>>>能力 搞...
3286,高級管理師,寶成工業股份有限公司,2020.03.22,全職,彰化,,,,,,,平常心,準時上下班,8 hr,12,0,大家上班氛圍很美好，...,各司其職，主管會做最...
3287,管理師,寶成工業股份有限公司,2020.03.14,全職,彰化,,,,,,,平常心,準時上下班,8 hr,4,0,比的是專業細心和態度...,是間值得投資的公司，...
3288,工程師,寶成工業股份有限公司,2020.03.12,全職,彰化,,,,,,,平常心,常常加班,9 hr,2,0,公司給予員工福利還不...,寶成能夠學習到很多東...
3289,業務,寶成工業股份有限公司,2020.03.06,全職,臺中,,,,,,,還算愉快,偶爾加班,9 hr,2,0,"跟單業務
練功後可以...","外派薪水好
注意自己..."
3290,技術,寶成工業股份有限公司,2020.03.05,全職,臺中,,,,,,,想換工作了,偶爾加班,8 hr,8,0,穩定 公司整體不錯 ...,公司規模大 但可以思...
3291,專案經理,寶成工業股份有限公司,2020.02.25,全職,臺中,,,,,,,平常心,很少加班,9 hr,8,0,各單位都會有專案，設...,老公司會有老員工，就...
3292,外派越南副課長,寶成工業股份有限公司,2020.02.13,全職,彰化,,,,,,,想換工作了,偶爾加班,9 hr,1,0,越南VP 都是陸籍資...,學習不到專業技能偏向...
3293,工程師,寶成工業股份有限公司,2020.02.10,全職,臺中,,,,,,,平常心,很少加班,8 hr,6,0,開發提供給公司內部使...,建議一開始的起薪就要...
3294,海外人資,寶成工業股份有限公司,2020.02.06,全職,臺中,,,,,,,平常心,偶爾加班,10 hr,1,0,印尼廠區很遼闊，但周...,外派工作本來就很辛苦...
